infile,author,dob,dod,gender,wikidata,bnf,viaf,loc,bne,isni,birth_date,death_date,century
"Unamuno,Miguel_de",Miguel de Unamuno,1864-09-29,1936-12-31,male,Q185085,120002678,88844103,n79060833,XX1139151,0000 0001 2142 8880,1864-09-29T00:00:00Z,1936-12-31T00:00:00Z,<XXI
"Uquillas,Diego",Diego Uquillas,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Urbina,Luis_Gonzaga",Luis Gonzaga Urbina,1864-02-08,1934-11-18,male,Q5983576,12146078t,44335205,n88675374,XX1294025,0000 0001 1631 2170,1864-02-08T00:00:00Z,1934-11-18T00:00:00Z,<XXI
"Uribe,Jael",Jael Uribe,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Vadillo_Omaña,Gabriela",Gabriela Vadillo Omaña,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Vaeza_Grego,Alfredo_Horacio",Alfredo Horacio Vaeza Grego,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Valcárcel,Celene",Celene Valcárcel,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Valdés_Díaz-Vélez,Jorge",Jorge Valdés Díaz-Vélez,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Valencia,Guillermo",Guillermo Valencia,1873-10-20,1943-07-08,male,Q2880050,12197764b,100210781,n82275761,XX922960,0000 0000 8169 4788,1873-10-20T00:00:00Z,1943-07-08T00:00:00Z,<XXI
"Valente,José_Ángel",José Ángel Valente,1929-04-25,2000-07-18,male,Q2997430,119274571,41847457,n80053259,XX1053576,0000 0001 0891 0007,1929-04-25T00:00:00Z,2000-07-18T00:00:00Z,<XXI
"Valiente,Mª_Graciela",Mª Graciela Valiente,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Valle-Inclán,Ramón_María",Ramón del Valle-Inclán,1866-10-28,1936-01-05,male,Q311001,11927496x,68936773,n79004111,XX1055436,0000 0001 2137 9994,1866-10-28T00:00:00Z,1936-01-05T00:00:00Z,<XXI
"Vallejo,César",César Vallejo,1892-03-16,1938-04-15,male,Q222744,11927501p,46768177,n79120777,XX1055525,0000 0001 2096 0533,1892-03-16T00:00:00Z,1938-04-15T00:00:00Z,<XXI
"Vallejo_Piñas,Andrés",Andrés Vallejo Piñas,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Vallerstein,Fernando_A.",Fernando A. Vallerstein,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Vargas_Machuca,Mario",Mario Vargas Machuca,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Varsovia,Ulises",Ulises Varsovia,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Vásquez,Ana_C.",Ana C. Vásquez,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Vásquez,Carlos",Carlos Vásquez,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Vega,Garcilaso_de_la",Garcilaso de la Vega,1501-01-01,1536-10-14,male,Q311405,11927820s,100186624,n80005055,XX931941,0000 0001 2283 4303,"1501-01-01T00:00:00Z,1498-01-01T00:00:00Z",1536-10-14T00:00:00Z,<XXI
"Vega,Lope_Félix_de",Lope de Vega,1562-11-25,1635-08-27,male,Q165257,11927819k,89773778,n79040104,XX1719671,0000 0001 2102 9775,1562-11-25T00:00:00Z,1635-08-27T00:00:00Z,<XXI
"Velarde,José",José Velarde,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Ventaja,Néstor",Néstor Ventaja,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Verdugo_Pizarro,Rodrigo",Rodrigo Verdugo Pizarro,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Verduzco,Sergio",Sergio Verduzco,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Vergara_Medina,Rosalía",Rosalía Vergara Medina,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Vélez,Sergio_Esteban",Sergio Esteban Vélez,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Véner,Alonso",Alonso Véner,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Vicéns,Nimia",Nimia Vicéns,1914-05-27,1998-05-27,male,,11927819k,89773778,n79040104,XX1719671,0000 0001 2102 9775,1914-05-27T00:00:00Z,1998-05-27T00:00:00Z,<XXI
"Vicente,Gil",Gil Vicente,1456-01-01,1536-01-01,male,Q360383,119281861,9854778,n50025343,XX1640342,0000 0001 2276 2549,1456-01-01T00:00:00Z,1536-01-01T00:00:00Z,<XXI
"Vidal,Aurelio",Aurelio Vidal,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Villacañas,Beatriz",Beatriz Villacañas,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Villaespesa,Francisco",Francisco Villaespesa,1877-01-01,1936-01-01,male,Q717221,129185893,73982212,n85208927,XX1078753,0000 0001 2139 596X,"1877-01-01T00:00:00Z,1877-10-15T00:00:00Z","1936-01-01T00:00:00Z,1936-04-09T00:00:00Z",<XXI
"Villagrasa_González,Enrique",Enrique Villagrasa González,1957-05-27,,male,,129185893,73982212,n85208927,XX1078753,0000 0001 2139 596X,1957-05-27T00:00:00Z,,<XXI
"Villalobos,Íñigo",Íñigo Villalobos,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Villamediana,Conde_de","Juan de Tassis, 2nd Count of Villamediana",1582-01-01,1622-08-21,male,Q4111408,12129202f,47558272,n85049209,XX1297700,0000 0001 1635 9470,1582-01-01T00:00:00Z,1622-08-21T00:00:00Z,<XXI
"Villarreal,Albinka",Albinka Villarreal,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Villaurrutia,Xavier",Xavier Villaurrutia González,1903-03-27,1950-01-31,male,Q722429,12019588f,34468837,n50014006,XX4579533,0000 0001 1617 5882,1903-03-27T00:00:00Z,"1950-01-31T00:00:00Z,1950-12-25T00:00:00Z",<XXI
"Villegas,Esteban_Manuel_de",Esteban Manuel de Villegas,1589-02-05,1669-09-03,male,Q2746871,13163367t,100216239,n86822528,XX825168,0000 0001 1856 5622,1589-02-05T00:00:00Z,1669-09-03T00:00:00Z,<XXI
"Villena,Luis_Antonio_de",Luis Antonio de Villena,1951-10-31,,male,Q1984254,13163367t,84118257,n79084246,XX1094568,0000 0001 0920 1819,1951-10-31T00:00:00Z,,<XXI
"Vitier,Cintio",Cintio Vitier,1921-09-25,2009-10-01,male,Q1092590,120337341,100187376,n82094671,XX874804,0000 0001 2145 1239,1921-09-25T00:00:00Z,2009-10-01T00:00:00Z,<XXI
"Vivanco,Luis_Felipe",Luis Felipe Vivanco,1907-08-22,1975-11-21,male,Q9025062,11887844v,100201465,n80060689,XX1104858,0000 0001 1691 6820,1907-08-22T00:00:00Z,1975-11-21T00:00:00Z,<XXI
"Vivencio,Luis",Luis Vivencio,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Vlasin,Gelu",Gelu Vlasin,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Volpicella,Carlo",Carlo Volpicella,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Waits,Mario",Mario Waits,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Walker,Green",Green Walker,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Walsh,María_Elena",María Elena Walsh,1930-02-01,2011-01-10,female,Q188848,12339087n,79093736,n82036467,XX1111916,0000 0000 8158 8969,1930-02-01T00:00:00Z,2011-01-10T00:00:00Z,<XXI
"Wayra,Puriq",Puriq Wayra,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Winter,Frank",Frank Winter,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Yepes_Álvarez,Juan_de",John of the Cross,1542-06-24,1591-12-14,male,Q190388,11909164j,"95297879,4",n79063706,XX951265,0000 0001 2144 2455,1542-06-24T00:00:00Z,1591-12-14T00:00:00Z,<XXI
"Yupanqui,Atahualpa",Atahualpa Yupanqui,1908-01-31,1992-05-23,male,Q284017,12409367d,71478730,n83013611,XX1134581,"0000 0001 0914 026X,0000 0003 6855 6665",1908-01-31T00:00:00Z,1992-05-23T00:00:00Z,<XXI
"Zacagnino,Ana_María",Ana María Zacagnino,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Zafra_Moreno,Arturo",Arturo Zafra Moreno,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Zamudio,Adela",Adela Zamudio,1854-10-11,1928-06-02,female,Q353784,12018805h,64018027,n82095054,XX1384103,"0000 0001 2101 8718,0000 0003 6863 5486",1854-10-11T00:00:00Z,1928-06-02T00:00:00Z,<XXI
"Zarza_Galeano,Adolfo",Adolfo Zarza Galeano,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Zerón,Lina",Lina Zerón,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Zini_Villalba,Padre_Julián",Padre Julián Zini Villalba,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
"Zorrilla,José",José Zorrilla,1817-02-21,1893-01-23,male,Q331863,11887922t,31991713,n50016892,XX932120,0000 0001 2126 5698,1817-02-21T00:00:00Z,1893-01-23T00:00:00Z,<XXI
"Zubiría_Luque,Rocío",Rocío Zubiría Luque,01/01/1992,,female,,169960434,310682473,n2014072399,XX5417948,0000 0004 3697 0172,1992-01-01T00:00:00Z,,XXI
